"LAEstab","Schoolname","Netcapacity..1.","Postcode","Easting","Northing","Local.Authority.Code","Local.Authority.Name","Ward.Code","Ward.Name"
3523316,"St James' CofE Primary School, Birch-in-Rusholme",210,"M14 6HW",385690,394614,"E08000003","Manchester","E05000714","Rusholme"
3523325,"St Philip's Church of England Primary School",210,"M15 6BT",383824,396930,"E08000003","Manchester","E05000706","Hulme"
3523402,"Christ The King RC Primary School Manchester",420,"M40 1LU",388418,400116,"E08000003","Manchester","E05000709","Miles Platting and Newton Heath"
3523408,"Holy Name Roman Catholic Primary School Manchester",210,"M15 6JS",384119,396068,"E08000003","Manchester","E05000706","Hulme"
3523415,"St Aidan's Catholic Primary School",210,"M23 0BW",381758,390290,"E08000003","Manchester","E05000712","Northenden"
3523418,"St Ambrose RC Primary School",198,"M21 7QA",382868,391681,"E08000003","Manchester","E05000696","Chorlton Park"
3523422,"St Anne's RC Primary School Crumpsall Manchester",258,"M8 5AB",384180,401826,"E08000003","Manchester","E05000698","Crumpsall"
3523424,"St Anthony's Catholic Primary School",630,"M22 0NT",382659,386334,"E08000003","Manchester","E05000718","Woodhouse Park"
3523429,"St Brigid's RC Primary School",210,"M11 3DR",387131,397933,"E08000003","Manchester","E05000690","Bradford"
3523432,"St Catherine's RC Primary School",420,"M20 6HS",385350,391073,"E08000003","Manchester","E05000699","Didsbury East"
3523434,"St Chad's RC Primary School",196,"M8 0SP",384264,400497,"E08000003","Manchester","E05000694","Cheetham"
3523439,"St Dunstan's RC Primary School",315,"M40 9HF",387334,401541,"E08000003","Manchester","E05000704","Harpurhey"
3523440,"St Edmund's RC Primary School",210,"M40 8NG",386306,400734,"E08000003","Manchester","E05000704","Harpurhey"
3523445,"St Francis RC Primary School",210,"M12 5LZ",387618,396995,"E08000003","Manchester","E05000702","Gorton North"
3523446,"St John Bosco RC Primary School",210,"M9 7AT",387137,403388,"E08000003","Manchester","E05000693","Charlestown"
3523448,"St John Fisher and Thomas More Catholic Primary School",315,"M22 9NW",382757,387935,"E08000003","Manchester","E05000715","Sharston"
3523452,"St Malachy's RC Primary School",210,"M40 7RG",385262,400145,"E08000003","Manchester","E05000694","Cheetham"
3523455,"St Margaret Mary's RC Primary School Manchester",315,"M40 0JE",388673,403207,"E08000003","Manchester","E05000693","Charlestown"
3523457,"St Mary's RC Primary School Manchester",420,"M19 2QW",387363,393635,"E08000003","Manchester","E05000707","Levenshulme"
3523460,"St Patrick's RC Primary School",210,"M4 5HF",385095,399205,"E08000003","Manchester","E05000709","Miles Platting and Newton Heath"
3523464,"Sacred Heart Catholic Primary School",207,"M23 1HP",380848,388894,"E08000003","Manchester","E05000689","Baguley"
3523465,"St Peter's Catholic Primary School",210,"M23 2YS",381524,387592,"E08000003","Manchester","E05000689","Baguley"
3523469,"St Wilfrid's RC Primary School",210,"M15 5BJ",383276,396927,"E08000003","Manchester","E05000706","Hulme"
3523472,"St Willibrord's RC Primary School",204,"M11 4WR",388312,399088,"E08000003","Manchester","E05000687","Ancoats and Clayton"
3523473,"St Bernard's RC Primary School Manchester",315,"M19 1DR",386651,392528,"E08000003","Manchester","E05000692","Burnage"
3523474,"St Elizabeth's Catholic Primary School",196,"M22 5EU",383471,386888,"E08000003","Manchester","E05000715","Sharston"
3523475,"Our Lady's RC Primary School Manchester",210,"M16 8AW",382469,395161,"E08000003","Manchester","E05000716","Whalley Range"
3523482,"St Richard's RC Primary School",420,"M12 5TL",387511,395057,"E08000003","Manchester","E05000703","Gorton South"
3523484,"St Mary's CofE Primary School Moston",207,"M40 0DF",388251,402274,"E08000003","Manchester","E05000711","Moston"
3523489,"St John's RC Primary School",450,"M21 9SN",381314,394461,"E08000003","Manchester","E05000695","Chorlton"
3523490,"CofE School of the Resurrection",210,"M11 3TJ",386915,398129,"E08000003","Manchester","E05000690","Bradford"
3523491,"Saviour CofE Primary School",210,"M40 7RH",385340,400215,"E08000003","Manchester","E05000694","Cheetham"
3523492,"St Wilfrid's CofE Aided Primary School Northenden",315,"M22 4NR",383153,389840,"E08000003","Manchester","E05000712","Northenden"
3523494,"St Joseph's RC Primary School Manchester",210,"M13 0BT",386223,395902,"E08000003","Manchester","E05000688","Ardwick"
3523500,"St Cuthbert's RC Primary School",315,"M20 4UZ",385385,392569,"E08000003","Manchester","E05000717","Withington"
3523501,"St Clare's RC Primary School",412,"M9 0RR",385231,404151,"E08000003","Manchester","E05000705","Higher Blackley"
3523503,"Mount Carmel RC Primary School",408,"M9 8BG",385863,402428,"E08000003","Manchester","E05000704","Harpurhey"
3523504,"St Anne's RC Primary School",210,"M4 7EQ",385689,398343,"E08000003","Manchester","E05000690","Bradford"
3523505,"Sacred Heart RC Primary School",235,"M18 7NJ",388519,395726,"E08000003","Manchester","E05000703","Gorton South"
3523506,"Park View Community Primary",420,"M40 7EJ",386144,399160,"E08000003","Manchester","E05000687","Ancoats and Clayton"
3523507,"The Divine Mercy Roman Catholic Primary School",420,"M14 7SH",384436,394916,"E08000003","Manchester","E05000710","Moss Side"
3523508,"King David Primary School",435,"M8 5DJ",383731,402084,"E08000003","Manchester","E05000698","Crumpsall"
3525200,"St Kentigern's RC Primary",420,"M14 7ED",384432,393972,"E08000003","Manchester","E05000701","Fallowfield"
3532000,"Alexandra Park Junior School",360,"OL8 2BE",393540,403960,"E08000004","Oldham","E05000719","Alexandra"
3532002,"Beever Primary School",209,"OL1 3QU",393213,405651,"E08000004","Oldham","E05000735","St Mary's"
3532003,"St. Theresa's",210,"OL1 4NA",394016,406479,"E08000004","Oldham","E05000734","St James'"
3532006,"Stoneleigh Academy",182,"OL1 4LJ",393838,406446,"E08000004","Oldham","E05000734","St James'"
3532008,"Freehold Community Junior Infant and Nursery School",420,"OL9 7RG",391015,404370,"E08000004","Oldham","E05000738","Werneth"
3532010,"Greenacres Junior Infant and Nursery School",210,"OL4 2AX",394229,405477,"E08000004","Oldham","E05000737","Waterhead"
3532012,"Lyndhurst Primary and Nursery School",420,"OL8 4JD",391825,403086,"E08000004","Oldham","E05000727","Hollinwood"
3532017,"Oasis Academy Limeside",210,"OL8 3SB",391613,402351,"E08000004","Oldham","E05000727","Hollinwood"
3532022,"Roundthorn Primary Academy",210,"OL4 5LN",394370,404122,"E08000004","Oldham","E05000735","St Mary's"
3532027,"Watersheddings Primary School",210,"OL1 4HU",394443,406339,"E08000004","Oldham","E05000734","St James'"
3532033,"Limehurst Community Primary School",300,"OL8 3JQ",391819,401921,"E08000004","Oldham","E05000727","Hollinwood"
3532034,"Mayfield Primary School",210,"OL1 4LG",393914,406118,"E08000004","Oldham","E05000734","St James'"
3532044,"Littlemoor Primary School",315,"OL4 2RR",394360,405898,"E08000004","Oldham","E05000737","Waterhead"
3532047,"Glodwick Infant and Nursery School",266,"OL4 1AJ",393749,404307,"E08000004","Oldham","E05000719","Alexandra"
3532052,"Mills Hill Primary School",630,"OL9 0NH",389259,405775,"E08000004","Oldham","E05000720","Chadderton Central"
3532054,"Mather Street Primary School",240,"M35 0DT",389090,401540,"E08000004","Oldham","E05000726","Failsworth West"
3532058,"Blackshaw Lane Primary & Nursery School",210,"OL2 6NT",393029,407816,"E08000004","Oldham","E05000724","Crompton"
3532062,"South Failsworth Community Primary School",420,"M35 0NY",389589,400231,"E08000004","Oldham","E05000726","Failsworth West"
3532064,"Whitegate End Primary and Nursery School",210,"OL9 8EB",389417,403066,"E08000004","Oldham","E05000722","Chadderton South"
3532065,"Rushcroft Primary School",210,"OL2 7YL",393537,409909,"E08000004","Oldham","E05000724","Crompton"
3532069,"Fir Bank Primary School",204,"OL2 6SJ",391650,408935,"E08000004","Oldham","E05000729","Royton North"
3532071,"Propps Hall Junior Infant and Nursery School",210,"M35 0ND",389431,400972,"E08000004","Oldham","E05000726","Failsworth West"
3532075,"Diggle School",210,"OL3 5PU",400553,408014,"E08000004","Oldham","E05000731","Saddleworth North"
3532076,"Friezland Primary School",105,"OL3 7LN",398260,404093,"E08000004","Oldham","E05000732","Saddleworth South"
3532077,"Greenfield Primary School",170,"OL3 7AA",399509,404569,"E08000004","Oldham","E05000732","Saddleworth South"
3532078,"Springhead Infant and Nursery School",270,"OL4 4QT",396133,404843,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3532079,"Delph Primary School",208,"OL3 5HN",398490,408104,"E08000004","Oldham","E05000731","Saddleworth North"
3532080,"Knowsley Junior School",378,"OL4 4BH",396434,405221,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3532085,"Buckstones Junior and Infant School",203,"OL2 8HN",394637,409612,"E08000004","Oldham","E05000736","Shaw"
3532091,"Beal Vale Primary School",189,"OL2 7SY",393845,409431,"E08000004","Oldham","E05000736","Shaw"
3532093,"Thorp Primary School",200,"OL2 5TY",391455,408015,"E08000004","Oldham","E05000729","Royton North"
3532095,"Broadfield Primary School",315,"OL8 1LH",392764,403998,"E08000004","Oldham","E05000719","Alexandra"
3532097,"Greenhill Primary School",420,"OL4 1RR",393090,404484,"E08000004","Oldham","E05000735","St Mary's"
3532098,"Horton Mill Community Primary School",199,"OL4 1GL",393515,404857,"E08000004","Oldham","E05000735","St Mary's"
3532099,"Burnley Brow Community School",420,"OL9 0BY",391228,406027,"E08000004","Oldham","E05000721","Chadderton North"
3532109,"Stanley Road Primary School",431,"OL9 7HX",390824,403621,"E08000004","Oldham","E05000722","Chadderton South"
3532110,"Crompton Primary School",210,"OL2 7HD",393253,408906,"E08000004","Oldham","E05000724","Crompton"
3532111,"Medlock Valley Community School",300,"OL8 2PN",393557,402926,"E08000004","Oldham","E05000728","Medlock Vale"
3532112,"Clarksfield Primary School",413,"OL4 1NG",394366,405013,"E08000004","Oldham","E05000737","Waterhead"
3532113,"Yew Tree Community School",630,"OL9 8LD",390151,403474,"E08000004","Oldham","E05000722","Chadderton South"
3533005,"Woodhouses Voluntary Primary School",140,"M35 9WL",391202,400920,"E08000004","Oldham","E05000725","Failsworth East"
3533007,"St Anne's CofE Lydgate Primary School",209,"OL4 4DS",397540,404694,"E08000004","Oldham","E05000732","Saddleworth South"
3533008,"St Chad's Church of England Primary School",280,"OL3 6EE",400216,406181,"E08000004","Oldham","E05000732","Saddleworth South"
3533009,"Holy Trinity CofE Dobcross Primary School",175,"OL3 5BP",398848,406538,"E08000004","Oldham","E05000731","Saddleworth North"
3533010,"Thornham St James CofE Primary School",207,"OL2 6XT",391513,409538,"E08000004","Oldham","E05000729","Royton North"
3533011,"Christ Church CofE Primary School",70,"OL3 5RY",397513,410461,"E08000004","Oldham","E05000731","Saddleworth North"
3533012,"Hey-with-Zion Primary School",277,"OL4 3LQ",395398,405062,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3533303,"St Thomas Moorside CofE (VA) Primary School",210,"OL1 4RL",395167,407845,"E08000004","Oldham","E05000734","St James'"
3533315,"St Thomas CofE Primary School",420,"OL8 1SE",391970,404310,"E08000004","Oldham","E05000738","Werneth"
3533325,"St Hugh's CofE Primary School",210,"OL4 5NZ",395108,403482,"E08000004","Oldham","E05000719","Alexandra"
3533326,"St Agnes CofE Primary School",105,"OL4 5RU",395949,404043,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3533328,"Holy Rosary RC Junior Infant and Nursery School",210,"OL8 2SR",392919,402694,"E08000004","Oldham","E05000728","Medlock Vale"
3533329,"St Hilda's CofE Primary School",420,"OL1 2HJ",392049,405759,"E08000004","Oldham","E05000723","Coldhurst"
3533330,"St Martin's CofE Junior Infant and Nursery School",240,"OL8 2PY",393460,402675,"E08000004","Oldham","E05000728","Medlock Vale"
3533333,"St Margaret's CofE Junior Infant and Nursery School",270,"OL8 4QS",390917,402870,"E08000004","Oldham","E05000727","Hollinwood"
3533341,"Christ Church CofE Primary School",270,"OL9 9ED",390432,404581,"E08000004","Oldham","E05000720","Chadderton Central"
3533342,"St Luke's CofE Primary School",210,"OL9 9HT",390357,405056,"E08000004","Oldham","E05000720","Chadderton Central"
3533344,"St Matthew's CofE Primary School",420,"OL9 0BN",390078,406619,"E08000004","Oldham","E05000721","Chadderton North"
3533345,"East Crompton St James CofE Primary School",210,"OL2 7TD",393939,409343,"E08000004","Oldham","E05000736","Shaw"
3533346,"St Mary's CofE Primary School High Crompton",210,"OL2 7PP",392726,409737,"E08000004","Oldham","E05000724","Crompton"
3533347,"St John's Church of England Primary School",280,"M35 9PY",390079,401496,"E08000004","Oldham","E05000725","Failsworth East"
3533351,"St Thomas' Leesfield CofE Primary School",206,"OL4 5AT",395208,404426,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3533353,"St Anne's CofE (Aided) Primary School",280,"OL2 5DH",392050,407102,"E08000004","Oldham","E05000730","Royton South"
3533355,"East Crompton St George's CofE School",420,"OL2 8HG",394462,409536,"E08000004","Oldham","E05000736","Shaw"
3533358,"Corpus Christi RC Primary School",280,"OL9 7HA",390849,403502,"E08000004","Oldham","E05000722","Chadderton South"
3533359,"St Joseph's RC Junior Infant and Nursery School",209,"OL2 8SZ",393579,408174,"E08000004","Oldham","E05000724","Crompton"
3533362,"St Edward's RC School",240,"OL4 3LQ",395398,405062,"E08000004","Oldham","E05000733","Saddleworth West and Lees"
3533363,"St Aidan and St Oswald's RC School",418,"OL2 5PQ",392020,407415,"E08000004","Oldham","E05000729","Royton North"
3533364,"St Herbert's RC School",266,"OL9 9SN",390301,405540,"E08000004","Oldham","E05000720","Chadderton Central"
3533366,"Greenfield St Mary's CofE School",208,"OL3 7DW",400045,403932,"E08000004","Oldham","E05000732","Saddleworth South"
3533393,"Holy Cross CofE Primary School",420,"OL1 3EZ",392801,405540,"E08000004","Oldham","E05000735","St Mary's"
3533400,"Holy Family RC Primary School",207,"OL8 3NG",391713,401894,"E08000004","Oldham","E05000727","Hollinwood"
3533401,"St Anne's RC Primary School",210,"OL4 1HP",394204,405297,"E08000004","Oldham","E05000737","Waterhead"
3533402,"St Patrick's RC Primary and Nursery School",210,"OL8 1EF",391939,404582,"E08000004","Oldham","E05000738","Werneth"
3533403,"St Mary's RC Primary School",417,"M35 0NW",389652,400846,"E08000004","Oldham","E05000726","Failsworth West"
3533503,"St Paul's CofE Primary School",210,"OL2 5LU",391445,407382,"E08000004","Oldham","E05000729","Royton North"
3533504,"Higher Failsworth Primary School",420,"M35 9EA",390295,401864,"E08000004","Oldham","E05000725","Failsworth East"
3533506,"Bare Trees Primary School",630,"OL9 0DX",390837,405898,"E08000004","Oldham","E05000721","Chadderton North"
3533507,"Royton Hall Primary School",315,"OL2 6RW",392429,407878,"E08000004","Oldham","E05000730","Royton South"
3533508,"Werneth Primary School",490,"OL8 4BL",391979,403943,"E08000004","Oldham","E05000738","Werneth"
3533509,"Hodge Clough Primary School",390,"OL1 4JX",394950,407280,"E08000004","Oldham","E05000734","St James'"
3542000,"Brimrod Community Primary School",210,"OL11 4NB",388730,412173,"E08000005","Rochdale","E05000740","Bamford"
3542001,"Broadfield Community Primary School",420,"OL16 1QT",389607,413073,"E08000005","Rochdale","E05000748","Milkstone and Deeplish"
3542002,"Castleton Primary School",210,"OL11 2QD",388619,410491,"E08000005","Rochdale","E05000741","Castleton"
3542003,"Shawclough Community Primary School",420,"OL12 6DE",388983,415204,"E08000005","Rochdale","E05000744","Healey"
3542006,"Greenbank Primary School",420,"OL12 0HZ",389805,414459,"E08000005","Rochdale","E05000742","Central Rochdale"
3542009,"Heybrook Primary School",629,"OL12 9BJ",390473,414276,"E08000005","Rochdale","E05000742","Central Rochdale"
3542015,"Meanwood Community Nursery and Primary School",420,"OL12 7DJ",388261,414226,"E08000005","Rochdale","E05000755","Spotland and Falinge"
3542018,"Norden Community Primary School",420,"OL12 7RQ",386490,414532,"E08000005","Rochdale","E05000750","Norden"
3542021,"Spotland Primary School",420,"OL12 6QG",388809,413883,"E08000005","Rochdale","E05000755","Spotland and Falinge"
3542024,"Lowerplace Primary School",510,"OL16 4UU",390584,412003,"E08000005","Rochdale","E05000746","Kingsway"
3542025,"Marland Hill Community Primary School",418,"OL11 4QW",388336,412195,"E08000005","Rochdale","E05000740","Bamford"
3542027,"Caldershaw Primary School",210,"OL12 7QL",387253,414044,"E08000005","Rochdale","E05000755","Spotland and Falinge"
3542028,"Belfield Community School",315,"OL16 2XW",391308,413839,"E08000005","Rochdale","E05000746","Kingsway"
3542032,"Ashfield Valley Primary School",207,"OL11 1TA",389333,411870,"E08000005","Rochdale","E05000748","Milkstone and Deeplish"
3542036,"Littleborough Community Primary School",420,"OL15 9HW",393565,417029,"E08000005","Rochdale","E05000747","Littleborough Lakeside"
3542039,"Alkrington Primary School",420,"M24 1JZ",387074,404847,"E08000005","Rochdale","E05000754","South Middleton"
3542041,"Boarshaw Community Primary School",330,"M24 2PB",387983,407003,"E08000005","Rochdale","E05000752","North Middleton"
3542043,"Moorhouse Primary School",210,"OL16 4DR",392349,412903,"E08000005","Rochdale","E05000753","Smallbridge and Firgrove"
3542044,"Newhey Community Primary School",315,"OL16 4JX",393276,411479,"E08000005","Rochdale","E05000749","Milnrow and Newhey"
3542047,"Elm Wood Primary School",406,"M24 2EG",388476,405836,"E08000005","Rochdale","E05000743","East Middleton"
3542048,"Hollin Primary School",270,"M24 6JG",387472,407332,"E08000005","Rochdale","E05000745","Hopwood Hall"
3542061,"Harwood Park Primary School",420,"OL10 1DG",385816,410532,"E08000005","Rochdale","E05000751","North Heywood"
3542062,"Heap Bridge Village Primary School",175,"BL9 7JP",382716,410436,"E08000005","Rochdale","E05000757","West Heywood"
3542063,"Hopwood Community Primary School",396,"OL10 2HN",386253,409717,"E08000005","Rochdale","E05000745","Hopwood Hall"
3542064,"Parkfield Primary School",210,"M24 4AF",386400,406029,"E08000005","Rochdale","E05000754","South Middleton"
3542065,"Hamer Community Primary School",315,"OL16 2SU",390951,414689,"E08000005","Rochdale","E05000753","Smallbridge and Firgrove"
3543002,"St Edward's Church of England Primary School",364,"OL11 3AR",388055,410722,"E08000005","Rochdale","E05000741","Castleton"
3543003,"St Peter's Church of England Primary School",406,"OL16 5JQ",390842,412283,"E08000005","Rochdale","E05000746","Kingsway"
3543004,"St Mary's Church of England Primary School, Balderstone",210,"OL11 2HB",390423,411579,"E08000005","Rochdale","E05000739","Balderstone and Kirkholt"
3543006,"St Luke's Church of England Primary School",210,"OL10 4XB",385730,411301,"E08000005","Rochdale","E05000751","North Heywood"
3543007,"St John's VA Church of England Primary School, Thornham",70,"M24 2SB",389147,408912,"E08000005","Rochdale","E05000741","Castleton"
3543009,"St Andrew's Church of England Primary School, Dearnley",315,"OL12 9QA",392140,415819,"E08000005","Rochdale","E05000756","Wardle and West Littleborough"
3543011,"St Gabriel's Church of England Primary School",201,"M24 2BE",388508,405437,"E08000005","Rochdale","E05000743","East Middleton"
3543013,"Stansfield Hall Church of England/Free Church Primary School",157,"OL15 9PR",394504,417943,"E08000005","Rochdale","E05000747","Littleborough Lakeside"
3543014,"All Souls Church of England Primary School",203,"OL10 4DF",386427,411232,"E08000005","Rochdale","E05000751","North Heywood"
3543016,"Little Heaton Church of England Primary School",210,"M24 4PU",385140,405467,"E08000005","Rochdale","E05000754","South Middleton"
3543305,"St Michael's Church of England Primary School, Bamford",210,"OL10 4BB",385510,412012,"E08000005","Rochdale","E05000750","Norden"
3543306,"Holy Trinity Church of England Primary School",204,"OL15 9DB",393820,416462,"E08000005","Rochdale","E05000747","Littleborough Lakeside"
3543307,"St Margaret's Church of England Primary School",210,"OL10 3RD",384240,410378,"E08000005","Rochdale","E05000757","West Heywood"
3543310,"St Mary's Roman Catholic Primary School, Littleborough",209,"OL15 8DU",393290,416578,"E08000005","Rochdale","E05000756","Wardle and West Littleborough"
3543311,"St Peter's Roman Catholic Primary School, Rochdale",240,"M24 1FL",387381,405411,"E08000005","Rochdale","E05000743","East Middleton"
3543312,"St Mary's Roman Catholic Primary School, Middleton",420,"M24 5GL",386056,406696,"E08000005","Rochdale","E05000758","West Middleton"
3543314,"Our Lady and St Paul's Roman Catholic Primary School, Heywood",210,"OL10 3PD",383429,410269,"E08000005","Rochdale","E05000757","West Heywood"
3543319,"St Thomas More Roman Catholic Primary School, Middleton, Rochdale",315,"M24 1PY",387595,404239,"E08000005","Rochdale","E05000754","South Middleton"
3543321,"Middleton Parish Church School",420,"M24 5DL",386840,406605,"E08000005","Rochdale","E05000752","North Middleton"
3543322,"St Michael's Church of England Primary School, Alkrington",208,"M24 1GD",386974,404170,"E08000005","Rochdale","E05000754","South Middleton"
3543323,"Milnrow Parish Church of England Primary School",210,"OL16 3JT",392843,412772,"E08000005","Rochdale","E05000749","Milnrow and Newhey"
3543325,"St Thomas' Church of England Primary School",147,"OL16 3QZ",393903,411715,"E08000005","Rochdale","E05000749","Milnrow and Newhey"
3543500,"St Gabriel's Roman Catholic Primary School, Rochdale",203,"OL11 2TN",388501,410156,"E08000005","Rochdale","E05000741","Castleton"
3543501,"St John's Roman Catholic Primary School, Rochdale",237,"OL11 1EZ",389754,412675,"E08000005","Rochdale","E05000748","Milkstone and Deeplish"
3543503,"St Patrick's Roman Catholic Primary School, Rochdale",315,"OL12 0ET",390078,414440,"E08000005","Rochdale","E05000742","Central Rochdale"
3543505,"Sacred Heart Roman Catholic Primary School, Rochdale",210,"OL16 4AW",391261,412680,"E08000005","Rochdale","E05000746","Kingsway"
3543506,"All Saints Church of England Primary School",210,"OL12 0EL",390170,414633,"E08000005","Rochdale","E05000742","Central Rochdale"
3543507,"Holy Family Roman Catholic Primary School, Rochdale",210,"OL11 2DA",390001,410887,"E08000005","Rochdale","E05000739","Balderstone and Kirkholt"
3543508,"St Vincent's Roman Catholic Primary School, Rochdale",420,"OL12 7QL",387253,414044,"E08000005","Rochdale","E05000755","Spotland and Falinge"
3543509,"Alice Ingham Roman Catholic Primary School",209,"OL16 2NU",391046,414862,"E08000005","Rochdale","E05000753","Smallbridge and Firgrove"
3543510,"St Joseph's Roman Catholic Primary School, Rochdale",315,"OL10 2AA",385370,409998,"E08000005","Rochdale","E05000757","West Heywood"
3543511,"Sandbrook Community Primary School",510,"OL11 2LR",389453,411243,"E08000005","Rochdale","E05000739","Balderstone and Kirkholt"
3543512,"Woodland Community Primary School",510,"OL10 3BX",384740,410518,"E08000005","Rochdale","E05000757","West Heywood"
3543513,"Bowlee Park Community Primary School",630,"M24 4LA",385511,406817,"E08000005","Rochdale","E05000758","West Middleton"
3545200,"Crossgates Primary School",294,"OL16 3HB",393053,413180,"E08000005","Rochdale","E05000749","Milnrow and Newhey"
3545201,"Smithy Bridge Foundation Primary School",420,"OL15 0DY",392802,415112,"E08000005","Rochdale","E05000747","Littleborough Lakeside"
3545202,"St James' Church of England Primary School",209,"OL12 9JW",391381,416883,"E08000005","Rochdale","E05000756","Wardle and West Littleborough"
3545203,"St John Fisher Roman Catholic Primary School, Rochdale",210,"M24 2PB",387983,407003,"E08000005","Rochdale","E05000752","North Middleton"
3545204,"Healey Foundation Primary School",210,"OL12 0ST",389432,415323,"E08000005","Rochdale","E05000744","Healey"
3545205,"Bamford Academy",315,"OL11 5PS",386387,413083,"E08000005","Rochdale","E05000740","Bamford"
3552000,"Dukesgate Academy",210,"M38 9HF",372245,404479,"E08000006","Salford","E05000769","Little Hulton"
3552007,"Light Oaks Junior School",360,"M6 8LU",378804,399989,"E08000006","Salford","E05000763","Claremont"
3552011,"Lower Kersal Community Primary School",210,"M7 3TN",381696,400727,"E08000006","Salford","E05000767","Kersal"
3552026,"Summerville Primary School",210,"M6 7HB",379993,400381,"E08000006","Salford","E05000766","Irwell Riverside"
3552036,"Brentnall Primary School",210,"M7 4RP",382871,401328,"E08000006","Salford","E05000767","Kersal"
3552037,"Light Oaks Infant School",270,"M6 8LU",378804,399989,"E08000006","Salford","E05000763","Claremont"
3552040,"The Friars Primary School",450,"M3 7EU",382908,399171,"E08000006","Salford","E05000766","Irwell Riverside"
3552041,"River View Community Primary School",420,"M7 1QZ",382563,399693,"E08000006","Salford","E05000761","Broughton"
3552042,"Willow Tree Primary School",420,"M6 5TJ",380432,398792,"E08000006","Salford","E05000768","Langworthy"
3552043,"Holy Family VA RC Primary School",210,"M6 5WX",380744,399153,"E08000006","Salford","E05000768","Langworthy"
3552051,"Wharton Primary School",210,"M38 9XA",371151,404482,"E08000006","Salford","E05000769","Little Hulton"
3552052,"Irlam Primary School",378,"M44 6NA",372096,394470,"E08000006","Salford","E05000762","Cadishead"
3552057,"Clarendon Road Community Primary School",315,"M30 9BJ",377810,399104,"E08000006","Salford","E05000764","Eccles"
3552059,"Lewis Street Primary School",420,"M30 0PU",376710,398191,"E08000006","Salford","E05000759","Barton"
3552061,"Monton Green Primary School",420,"M30 9JP",377045,399740,"E08000006","Salford","E05000764","Eccles"
3552062,"Westwood Park Community Primary School",315,"M30 8DH",375675,399460,"E08000006","Salford","E05000777","Winton"
3552063,"Beech Street Community Primary School",210,"M30 8GB",375941,398240,"E08000006","Salford","E05000777","Winton"
3552065,"Clifton Primary School",315,"M27 6PF",377765,403043,"E08000006","Salford","E05000772","Swinton North"
3552070,"Moorside Primary School",630,"M27 0LN",376873,401315,"E08000006","Salford","E05000772","Swinton North"
3552072,"Mesne Lea Primary School",420,"M28 7FG",373966,402157,"E08000006","Salford","E05000775","Walkden South"
3552073,"Bridgewater Primary School",420,"M38 9WD",372970,403766,"E08000006","Salford","E05000774","Walkden North"
3552074,"Peel Hall Primary School",420,"M38 0BZ",371670,403501,"E08000006","Salford","E05000769","Little Hulton"
3552075,"Hilton Lane Primary School",210,"M28 0JY",372415,403200,"E08000006","Salford","E05000769","Little Hulton"
3552076,"Moorfield Community Primary School",140,"M44 6GX",372382,395311,"E08000006","Salford","E05000765","Irlam"
3552081,"Fiddlers Lane Community Primary School",210,"M44 6QE",372709,395236,"E08000006","Salford","E05000765","Irlam"
3552082,"James Brindley Community Primary School",210,"M28 7HE",373338,402024,"E08000006","Salford","E05000775","Walkden South"
3552085,"Barton Moss Community Primary School",210,"M30 7PT",374856,397847,"E08000006","Salford","E05000759","Barton"
3552088,"North Walkden Primary School",189,"M28 3QD",373544,404245,"E08000006","Salford","E05000774","Walkden North"
3552090,"Broadoak Primary School",420,"M27 0EP",376054,400683,"E08000006","Salford","E05000778","Worsley"
3552091,"The Deans Primary School",210,"M27 0WA",377389,401750,"E08000006","Salford","E05000772","Swinton North"
3552092,"Mossfield Primary School",435,"M27 6EH",377609,402541,"E08000006","Salford","E05000772","Swinton North"
3552095,"Grosvenor Road Primary School",420,"M27 5LN",378499,401008,"E08000006","Salford","E05000773","Swinton South"
3552096,"Cadishead Primary School",420,"M44 5JD",370967,392864,"E08000006","Salford","E05000762","Cadishead"
3552097,"Ellenbrook Community Primary School",210,"M28 7PS",373014,401552,"E08000006","Salford","E05000760","Boothstown and Ellenbrook"
3552098,"Lark Hill Community Primary School",420,"M5 4BJ",380956,398611,"E08000006","Salford","E05000768","Langworthy"
3553006,"St Paul's CofE Primary School",210,"M7 3PT",381606,401853,"E08000006","Salford","E05000767","Kersal"
3553008,"St John's CofE Primary School",420,"M27 5FU",379272,400687,"E08000006","Salford","E05000763","Claremont"
3553017,"St Luke's CofE Primary School",420,"M5 5NX",379936,398456,"E08000006","Salford","E05000776","Weaste and Seedley"
3553025,"St George's CofE Primary School",175,"M6 6SU",381443,399943,"E08000006","Salford","E05000766","Irwell Riverside"
3553030,"St Andrew's CofE Primary School",420,"M28 1HS",372161,400659,"E08000006","Salford","E05000760","Boothstown and Ellenbrook"
3553031,"St Andrew's CofE Primary School",210,"M30 0FL",377402,398341,"E08000006","Salford","E05000759","Barton"
3553033,"Christ Church CofE Primary School",210,"M30 0GZ",376523,398634,"E08000006","Salford","E05000759","Barton"
3553034,"St Mary's CofE Primary School",210,"M44 5HG",370295,392476,"E08000006","Salford","E05000762","Cadishead"
